item_key,decision,category,title,authors,year,url,rationale,abstract,human,human_decision,chatgpt,chatgpt_decision,chatgpt_batch,gemini,gemini_decision,gemini_batch
X4KYN87A,discard,MarketingAds,"A review of artificial intelligence in advertising and marketing visuals, through a visual communication design lens",Muhammad Mushtaq,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6620839,"Review of AI in advertising/marketing visuals with no software governance, code oversight, or risk management angle.","Four research gaps persist, organized into a research agenda labelled the four A's: Authenticity, Accountability, Aesthetics, and Asymmetry. / generative AI, visual communication design, computer vision, typography, colour, cultural motifs, virtual influencers, deepfakes, disclosure, human-AI / collaboration, brand equity, case study, generative AI",FALSE,,FALSE,,,FALSE,,
TH3UN4XE,maybe,,Interpretive orchestration: an essay exploring the epistemic intersection of human intuition and machine intelligence,Xule Lin; Kevin G. Corley,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6629679,"Touches epistemic responsibility and human-AI collaboration with accountability framing, but focuses on qualitative research methods and scholarly interpretation rather than code generation or organizational AI governance — peripheral but not clearly off-topic.","The judgment challenge of evaluating AI-generated patterns for theoretical significance highlights the accountability our scholarly communities require / generative AI, human-AI collaboration, epistemic responsibility, interpretive orchestration, tacit knowledge, qualitative methods",FALSE,,FALSE,,,FALSE,,
VPT9QLUS,keep,,PROFESSIONAL RESPONSIBILITY IN THE AGE OF GENERATIVE AI a comprehensive framework for ethical implementation in legal practice,Alex Shahrestani,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6632201,"Directly addresses professional accountability, verification protocols, and governance frameworks for AI-generated output in high-stakes practice — highly transferable to the oversight-of-AI-generated-code domain.","legal filings, combined with the issuance of ABA Formal Opinion 512 and Texas Professional Ethics Opinion 705, have established that lawyers who deploy generative / AI tools without adequate verification protocols face sanctions, malpractice liability, and disciplinary action.",FALSE,,FALSE,,,TRUE,keep,4
R3H9WL8I,maybe,,Who owns the training data in generative AI? A comparative study of copyright law under the UK data use and access bill and the EU AI act,Kelexek Meyrban,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6635038,"Addresses AI governance and legal/regulatory frameworks (EU AI Act, UK legislation) around training data copyright — peripheral to code-generation risk but has transferable governance/liability angle.","This raises a central legal question: whether existing copyright frameworks can adequately regulate such uses. / However, existing copyright frameworks struggle to address large-scale, automated data processing in a coherent way.",FALSE,,FALSE,,,TRUE,keep,8
6WILKGA2,maybe,,Table of contents,Afiya Amina,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6640721,"Covers EU AI Act and AI governance/copyright in the context of AI-generated content — peripherally relevant to legal accountability frameworks for AI outputs, though focused on IP/authorship rather than code oversight.","generative artificial intelligence as a prolific creator of literary, artistic, and musical works has precipitated a profound jurisprudential crisis in copyright / The foundational premise of intellectual property protection that authorship inheres in human creative effort is directly challenged when sophisticated / Artificial Intelligence, Copyright Law, Authorship, Generative AI, Comparative Law, Indian Copyright Act, EU AI Act, USCO Guidance, Sui Generis Rights,",FALSE,,FALSE,,,FALSE,,
UIMCRY49,maybe,ClinicalNarrow,A boundary-first framework for generative AI in anesthesia,Niranjan Seshadri; Janardhan Baliga,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6604478,"Primarily a clinical anesthesia AI governance paper, but the boundary-first framework, automation bias, and AI liability angles contain transferable governance principles relevant to meaningful human control and oversight of AI systems.","This Perspective proposes a boundary-first framework for deploying generative AI in anesthesia, organized around four principles. / Language Models, Anesthesiology, Patient Safety, Clinical Governance, Automation Bias, Clinical Decision Support, Retrieval-Augmented Generation, AI Liability",FALSE,,FALSE,,,FALSE,,
R8Y7AEZX,discard,OffTopicOther,Beyond the commons toward a digital common heritage of mankind framework algorithmic enclosure of the cognitive commons and the nagoya analogy,El Jih Laatigue,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6642584,"Focuses on intellectual property, cognitive commons, and training data governance through a CHM/Nagoya Protocol lens — not about AI-generated code oversight, vibe coding, or organizational risk management of AI code volume.","Generative AI extraction of the world's linguistic, cultural and intellectual heritage has been met, thus far, with no equivalent regime. / The broader theoretical horizon is the shift from intellectual property as a framework protecting individual and corporate interests to cognitive sovereignty / Common Heritage of Mankind, Generative AI, Training Data Governance, Nagoya Protocol, Cognitive Commons, Algorithmic Enclosure, Right to Development, Cognitive",FALSE,,FALSE,,,TRUE,keep,7
XUIZ2RL7,discard,OffTopicOther,CASE STUDY THE RIVERA PROTOCOL forensic integrity and the human firewall in generative AI campaigns,Daniel D. Young,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6644038,"Appears to be a fictional case study or creative/training scenario about a named protocol with no connection to AI-generated code risk, oversight scalability, or software governance.","how Honor Mode converts abstract values into concrete behavioral protocols, including pre‑incident alignment, red‑zone escalation, and post‑incident accountability",FALSE,,FALSE,,,FALSE,,
UQV7L6KI,discard,OffTopicOther,Flying light: british airways flight 268 (a),R. Edward Freeman; Jenny Mead,2008,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1278379,"This is an aviation incident case study (British Airways flight) with no connection to AI, software, or code oversight.","He sent the copilot back to the cabin to see if any flames were still visible through the window and consulted by radio with engineers and British Airways / ethics, ethical issues, public relations, leadership, risk assessment, government and business, government regulation, international relations, uncertainty",FALSE,,FALSE,,,FALSE,,
GECYSIIK,discard,OffTopicOther,Effects of flight crew role assignment on aviation accidents and incidents: evidence of a systemic safety issue,Tom Becker; Peter Ayton,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4535741,"Aviation crew role assignment and cockpit hierarchy safety — no connection to AI-generated code, software oversight, or AI governance.","Significantly more such events occur, and significantly more fatalities result when the Captain (Pilot-in-Command), rather than the Copilot (Second-in-Command / – prima facie evidence that the regular combination of command and control (Pilot-in-Command as Pilot Flying) presents a significant systemic safety risk / human factors, Teamwork, Hierarchy, Monitoring & Intervention, risk management",FALSE,,FALSE,,,FALSE,,
KNSA4Q3I,maybe,,Towards streamlining auditing for compliance with requirements in open-source software at nasa,Carlos Paradis; Ivan Perez Dominguez; Misty Davies,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4556985,"NASA Copilot (a runtime monitoring/verification tool, not the AI coding assistant) compliance auditing study — repository mining for process compliance metrics has some transferable methodology for AI-generated code governance, but needs review to confirm relevance.","generated records are analyzed using a repository mining software tool to quantify process compliance.Method: We perform a case study in the NASA-funded Copilot / We define four software compliance metrics based on the Copilot's requirements, and analyze their impact on source code quality.Results: Our work / mining-software-repositories, software-process, code-quality",FALSE,,FALSE,,,FALSE,,
