item_key,decision,confidence,rationale
3T9JXBY7,discard,high,AI in military warfare analysis focused on international regulation and catastrophic risk prevention with no software engineering governance angle.
3FAUDIE5,discard,high,EU AI Act Article 14 human oversight analysis applied exclusively to clinical AI decision support in healthcare; non-software medical domain is not transferable to software engineering governance.
E65BZENM,discard,medium,AI standards' role in defining duty of care for liability litigation addresses developer obligations conceptually but presents a legal/tort framework rather than an operationalizable software engineering governance mechanism.
XXCF6IHG,keep,medium,"Three-study empirical sequence demonstrates that AI success-induced complacency reduces human oversight vigilance, with a tested failure-experience intervention directly applicable to code review process design for counteracting automation bias."
VXFA6QKU,discard,high,Country-specific analysis of Ukraine's bottom-up AI regulatory approach (soft law) with no software engineering or code governance angle.
AGM6IBP9,discard,high,Architectural proposal for AI agency capacity via a Driver component focuses on autonomous agent autonomy rather than human oversight or governance mechanisms for software engineering teams.
3C5VCJ4D,discard,high,"Chinese copyright law analysis for AI-generated creative content with no software or code governance angle, fitting the creative content copyright discard pattern."
QYU8M4ZY,discard,high,"Addresses EU liability for LLM speech and informational harms only — no connection to software engineering, code generation, or engineering governance"
6EEQQ2IU,discard,high,Characterizes jailbreak attack patterns on ChatGPT but offers no governance mechanism or detection signal for software engineering organizations managing AI-generated code
M9HUVW3K,discard,high,EU AI Act analysis applied exclusively to insurance solvency capital modeling — domain-specific financial AI with no software engineering or code governance angle
QFEQY2AW,discard,high,Utilitarian copyright analysis of generative AI creative output — creative content IP focus with no code generation or engineering governance angle
N9FVLAU5,discard,high,Focuses on AI-mediated government website access policy — public sector digital governance without software engineering team governance angle
7M2HQTZA,discard,high,Explores copyright social contract for AI-generated creative works — IP/copyright framing without software engineering or code governance connection
2LXUVY4P,keep,high,Directly proposes Spec-Driven Development as a governance framework for AI/vibe coding with quality standards and executable oversight pipeline — immediately operationalizable for software engineering teams
Q256Z632,discard,high,EU AI Act compliance analysis for corporate executives — general AI governance compliance without software engineering code generation or oversight angle
4VT2KFDP,discard,high,Examines GenAI's influence on SEC regulatory comment letters — financial regulatory oversight domain with no software engineering governance angle
ICG24EM9,discard,high,Analyzes how chatbot controllers handle user data under GDPR — privacy compliance focus without code governance or software engineering oversight angle
MVN658DU,keep,high,Empirical preregistered study showing invisible multi-agent orchestration creates internal-state safety risks entirely invisible to output-based code review evaluation — directly operationalizable finding for governing multi-agent software engineering pipelines
